,squirrel_id,X,grid_year,grid,yearn,experiment,mid,locx,locy,litter,nest,n_pups,date,julian_date,year,t_return,return_lat,t_move,m_return,observer,nest_type,cones_counts,mustelid_tracks,LRS,ARS,mom_age,predator,locX,month,locY,local.density,scaled_lat,males,dist,age_sq,litter_id,average_growth,oft1,mis1
145,12180,502,SU_2016,SU,2016,control,K.15,K.5,15,1,2,3,5/13/16,134,nonmast,385,385,392,y,AEW,wb,0,32,0,0,5,low predator,16.5,5,15,0.75339618,0.478775488,0.565047135,5.1,25,6448,NA,-1.157173917,-2.487401242
146,12180,480,SU_2017,SU,2017,control,K.15,K.5,15,1,2,1,5/26/17,146,nonmast,180,180,180,y,MMS/JGR/JBT,cavity,1.542168675,19,0,0,6,low predator,16.5,5,15,0.75339618,-1.024294293,0.565047135,5.1,36,7696,NA,-1.157173917,-2.487401242
149,12305,381,KL_2016,KL,2016,control,H.6,H.5,6,1,2,3,5/14/16,135,nonmast,NA,420,NA,n,FVK,NA,0,32,8,0,6,low predator,13.5,5,6,3.201933766,0.735397158,1.883490451,5.0009999,36,6451,NA,1.426339117,-0.014191476
150,12305,382,KL_2016,KL,2016,control,H.6,H.5,6,1,1,3,4/19/16,110,nonmast,NA,420,NA,n,ABM,wb,0,32,8,0,6,low predator,13.5,4,6,0,0.735397158,0,5.0009999,36,6451,NA,1.426339117,-0.014191476
157,12435,300,SU_2016,SU,2016,control,K12,K.0,12,1,2,2,5/29/16,150,nonmast,28,28,45,y,JGR,cavity,0,32,5,1,6,low predator,11,5,12,2.071839496,-2.138765545,1.318443316,0,36,6457,NA,1.693832578,-2.487401242
171,12972,736,SU_2017,SU,2017,control,"-2,19",-2,19,1,1,1,5/15/17,135,nonmast,386,386,NA,y,ARM/nKP/JGR/MJT,grass,1.542168675,19,2,0,6,low predator,-2,5,19,1.695141406,0.486107536,0.941745225,0.3,36,7901,NA,-0.701733465,-0.711437203
172,12972,735,SU_2017,SU,2017,control,"-2,19",-2,19,1,2,1,6/12/17,163,nonmast,NA,420,NA,n,JBF/MCS,grass,1.542168675,19,2,0,6,low predator,-2,6,19,0,0.735397158,0,0.3,36,7901,NA,-0.701733465,-0.711437203
173,12973,16,SU_2016,SU,2016,control,A17,A.0,17,1,1,2,5/5/16,126,nonmast,NA,420,NA,n,"DWI, BMT",NA,0,32,9,1,5,low predator,1,5,17,3.013584721,0.735397158,1.506792361,0.1,25,6468,NA,-0.584114201,1.091662151
174,12973,15,SU_2016,SU,2016,control,A17,A.0,17,1,2,2,5/26/16,147,nonmast,140,140,170,y,ZCF,wb,0,32,9,1,5,low predator,1,5,17,3.013584721,-1.317576202,1.506792361,0.1,25,6468,NA,-0.584114201,1.091662151
175,13023,542,AG_2017,AG,2017,food,R0,R.0,0,1,2,4,5/6/17,126,nonmast,NA,420,NA,n,SSJ/EEM/LEP,grass,1.563492063,19,6,3,6,low predator,18,5,0,2.448537586,0.735397158,0.941745225,0.316227766,36,7707,NA,-2.257472915,-1.1647138
176,13023,558,AG_2017,AG,2017,food,R0,R.0,0,1,1,4,4/12/17,102,nonmast,240,240,240,y,nMI/AJM/SSJ,bucket,1.563492063,32,6,1,5,low predator,18,4,0,0,-0.58437143,0,0.316227766,25,7707,NA,-2.257472915,-1.1647138
177,13023,580,AG_2016,AG,2016,food,S8.,S.0,8.5,1,2,2,4/20/16,111,nonmast,NA,420,NA,n,CFH,grass,0,19,6,3,6,low predator,19,4,8.5,0,0.735397158,0,0.223606798,36,7018,NA,-2.257472915,-1.1647138
178,13023,588,AG_2016,AG,2016,food,S8.,S.0,8.5,1,1,2,3/27/16,87,nonmast,NA,NA,NA,y,CFH,bucket,0,32,6,1,5,low predator,19,3,8.5,0,NA,0,0.223606798,25,7018,NA,-2.257472915,-1.1647138
205,13288,82,KL_2016,KL,2016,control,D17.,D.0,17.5,1,1,2,4/20/16,111,nonmast,NA,420,NA,n,JGR,wb,0,32,5,0,4,low predator,4,4,17.5,0,0.735397158,0,0.2,16,6483,NA,2.910501463,3.066712667
206,13288,81,KL_2016,KL,2016,control,D17.,D.0,17.5,1,2,2,5/16/16,137,nonmast,146,146,180,y,JST,grass,0,32,5,0,4,low predator,4,5,17.5,3.013584721,-1.273583915,1.318443316,0.2,16,6483,NA,2.910501463,3.066712667
208,13305,373,KL_2016,KL,2016,control,M7,M.0,7,1,1,2,4/26/16,117,nonmast,107,107,107,y,NA,NA,0,32,9,0,4,low predator,13,4,7,0,-1.559533776,0,0,16,6943,NA,-1.336886912,-0.12853228
209,13412,811,KL_2016,KL,2016,control,-811,-8,11,1,2,3,5/16/16,137,nonmast,NA,420,NA,n,ABM,NA,0,32,12,0,4,low predator,-8,5,11,2.071839496,0.735397158,1.318443316,0.3,16,6487,NA,1.700376903,-0.135309245
213,13438,90,SU_2017,SU,2017,control,E11.,E.0,11.5,1,2,3,6/8/17,159,nonmast,NA,420,NA,n,JBF/nMI,grass,1.542168675,19,0,0,5,low predator,5,6,11.5,0,0.735397158,0,0,25,7719,NA,1.546675894,1.245571004
214,13438,91,SU_2017,SU,2017,control,E11.,E.0,11.5,1,1,3,5/14/17,134,nonmast,NA,420,NA,n,SWK/MMS/MJD,wb,1.542168675,19,0,0,5,low predator,5,5,11.5,2.825235676,0.735397158,1.883490451,0,25,7719,NA,1.546675894,1.245571004
215,13445,803,KL_2016,KL,2016,control,-75,-7,5,1,1,3,4/27/16,118,nonmast,NA,420,NA,n,NA,NA,0,19,0,0,6,low predator,-7,4,5,0,0.735397158,0,0,36,6490,NA,1.505594688,-0.942440519
216,13445,802,KL_2016,KL,2016,control,-75,-7,5,1,2,3,5/21/16,142,nonmast,NA,420,NA,n,ERS,NA,0,19,0,0,6,low predator,-7,5,5,1.883490451,0.735397158,1.13009427,0,36,6490,NA,1.505594688,-0.942440519
217,13445,804,KL_2017,KL,2017,control,"-7,5",-7,5,1,2,4,6/13/17,164,nonmast,335,335,415,y,SWK,grass,1.142857143,32,0,0,5,low predator,-7,6,5,0,0.112173102,0,0,25,7904,NA,1.505594688,-0.942440519
218,13445,805,KL_2017,KL,2017,control,"-7,5",-7,5,1,1,4,5/23/17,143,nonmast,NA,420,NA,n,MMS/JBF,wb,1.142857143,32,0,0,5,low predator,-7,5,5,1.506792361,0.735397158,0.75339618,0,25,7904,NA,1.505594688,-0.942440519
223,13579,450,AG_2017,AG,2017,food,J.2.,J.5,2.5,1,2,1,5/24/17,144,nonmast,170,170,256,y,JGR/AJM,grass,1.563492063,19,1,0,5,low predator,15.5,5,2.5,3.201933766,-1.09761477,1.318443316,4.809365863,25,7722,NA,0.565886009,1.112184108
224,13579,451,AG_2017,AG,2017,food,J.2.,J.5,2.5,1,1,1,5/2/17,122,nonmast,30,30,170,y,JGR,wb,1.563492063,19,1,0,5,low predator,15.5,5,2.5,3.201933766,-2.12410145,1.318443316,4.809365863,25,7722,NA,0.565886009,1.112184108
227,13666,44,SU_2009,SU,2009,control,B7.,B.0,7.5,1,1,4,6/22/09,173,nonmast,45,45,60,y,NA,NA,3.058139535,314,18,3,2,high predator,2,6,7.5,0.188349045,-2.014120734,0.188349045,0.223606798,4,4560,NA,-1.488085344,-2.48607991
228,13666,43,SU_2009,SU,2009,control,B7.,B.0,7.5,1,2,4,7/15/09,196,nonmast,121,121,129,y,NA,NA,3.058139535,314,18,3,2,high predator,2,7,7.5,0.37669809,-1.456885108,0.188349045,2.745906044,4,4560,NA,-1.488085344,-2.48607991
229,13667,403,SU_2009,SU,2009,control,n5.,n.0,5.5,1,1,4,6/15/09,166,nonmast,NA,420,NA,n,NA,NA,3.058139535,314,12,0,2,high predator,14,6,5.5,0,0.735397158,0,0,4,6933,NA,-1.341681885,1.898991173
264,19583,389,KL_2017,KL,2017,control,n1.,n.0,1.5,1,1,4,5/3/17,123,nonmast,381,381,381,y,AJM/nKP,grass,1.142857143,19,2,2,4,low predator,14,5,1.5,1.506792361,0.449447297,0.941745225,0.223606798,16,7736,NA,-2.303094421,1.188347918
265,19583,388,KL_2017,KL,2017,control,n1.,n.0,1.5,1,2,4,5/28/17,148,nonmast,26,26,45,y,JGR/BMT,wb,1.142857143,19,2,2,4,low predator,14,5,1.5,1.506792361,-2.153429641,0.941745225,0.223606798,16,7736,NA,-2.303094421,1.188347918
273,19611,483,SU_2017,SU,2017,control,K.1,K.5,1,1,1,3,4/23/17,113,nonmast,155,155,168,y,nMI/JGR,grass,1.542168675,19,NA,1,4,low predator,16.5,4,1,0,-1.207595486,0,5.10881591,16,7739,NA,-1.33526102,2.338408293
274,19611,503,SU_2016,SU,2016,control,K.1,K.5,1,1,2,3,5/5/16,126,nonmast,56,56,69,y,JGR,grass,0,32,NA,1,3,low predator,16.5,5,1,2.260188541,-1.933468209,1.695141406,5.10881591,9,6516,NA,-1.33526102,2.338408293
275,19611,504,SU_2016,SU,2016,control,K.1,K.5,1,1,1,3,4/11/16,102,nonmast,120,120,120,y,AEW,grass,0,32,NA,1,3,low predator,16.5,4,1,0,-1.464217156,0,5.10881591,9,6516,NA,-1.33526102,2.338408293
276,19611,482,SU_2017,SU,2017,control,K.1,K.5,1,1,2,3,5/18/17,138,nonmast,194,194,204,y,nMI,grass,1.542168675,19,NA,1,4,low predator,16.5,5,1,1.506792361,-0.921645625,0.941745225,5.10881591,16,7739,NA,-1.33526102,2.338408293
286,19729,469,JO_2016,JO,2016,lac GC,P7.,P.0,7.5,1,1,2,4/16/16,107,nonmast,NA,420,NA,n,FVK,NA,0,22,NA,NA,6,low predator,16,4,7.5,0,0.735397158,0,0.2,36,6945,NA,0.064337872,2.141406474
287,19729,474,JO_2017,JO,2017,lac control,P7.,P.0,7.5,1,2,3,5/31/17,151,nonmast,NA,420,NA,n,HLS/MJD,wb,0.294117647,32,NA,0,3,low predator,16,5,7.5,3.013584721,0.735397158,1.695141406,0.2,9,7716,NA,0.064337872,2.141406474
288,19729,545,JO_2019,JO,2019,rattle,R10,R.0,10,2,1,4,9/10/19,253,mast,240,240,NA,y,AJH,grass,0.452380952,22,NA,NA,6,low predator,18,9,10,0,-0.58437143,0,0.8,36,9408,NA,0.064337872,2.141406474
289,19729,468,JO_2017,JO,2017,lac control,P7.,P.0,7.5,1,1,3,5/4/17,124,nonmast,NA,420,NA,n,ARM/HLS/nKP,wb,0.294117647,22,NA,NA,6,low predator,16,5,7.5,3.013584721,0.735397158,1.695141406,0.2,36,7716,NA,0.064337872,2.141406474
290,19729,73,JO_2019,JO,2019,rattle,D3,D.0,3,1,NA,4,6/30/19,181,mast,NA,420,NA,n,LKE,underground,0.452380952,19,NA,0,4,low predator,4,6,3,0,0.735397158,0,14.94121816,16,9315,NA,0.064337872,2.141406474
291,19729,510,JO_2019,JO,2019,rattle,Q7,Q.0,7,1,2,4,7/11/19,192,mast,NA,NA,NA,NA,AnD,wbr,0.452380952,19,NA,0,4,low predator,17,7,7,0,NA,0,3.006659276,16,9315,NA,0.064337872,2.141406474
294,19742,151,SU_2017,SU,2017,control,B.9.,B.5,9.5,1,2,3,6/3/17,154,nonmast,249,249,263,y,MMS/JGR/JBF,grass,1.542168675,19,NA,1,4,low predator,7.5,6,9.5,0,-0.518383001,0,7.516648189,16,7908,NA,-0.873091522,0.740937217
295,19742,164,SU_2017,SU,2017,control,B.9.,B.5,9.5,1,1,3,5/16/17,136,nonmast,NA,420,NA,n,SWK/nMI/MJT,wb,1.542168675,32,NA,0,3,low predator,7.5,5,9.5,2.448537586,0.735397158,1.13009427,7.516648189,9,7908,NA,-0.873091522,0.740937217
296,19742,152,SU_2016,SU,2016,control,B.9.,B.5,9.5,1,2,2,5/3/16,124,nonmast,NA,420,NA,n,SWK,grass,0,19,NA,1,4,low predator,7.5,5,9.5,2.825235676,0.735397158,1.506792361,5,16,6524,NA,-0.873091522,0.740937217
301,19766,154,KL_2017,KL,2017,control,B.10.,B.5,10.5,1,1,3,5/18/17,138,nonmast,68,68,87,y,MJD/MJT/JGR,grass,1.142857143,19,2,1,4,low predator,7.5,5,10.5,2.825235676,-1.845483637,1.318443316,4.9,16,7745,NA,-1.696327446,-0.084459963
302,19766,153,KL_2017,KL,2017,control,B.10.,B.5,10.5,1,2,3,6/3/17,154,nonmast,23,23,43,y,MMS/MJT,grass,1.142857143,19,2,1,4,low predator,7.5,6,10.5,0,-2.175425784,0,4.9,16,7745,NA,-1.696327446,-0.084459963
305,19809,316,KL_2017,KL,2017,control,F.20.,F.5,20.5,1,1,2,5/4/17,124,nonmast,145,145,198,y,ARM/nKP/AJM,wb,1.142857143,19,6,0,4,low predator,11.5,5,20.5,1.506792361,-1.280915963,0.75339618,5.203844733,16,8041,NA,-0.009259283,1.555404378
306,19809,315,KL_2017,KL,2017,control,F.20.,F.5,20.5,1,2,2,5/29/17,149,nonmast,117,117,157,y,MCS/HLS/SSJ,grass,1.142857143,19,6,0,4,low predator,11.5,5,20.5,1.506792361,-1.486213299,0.75339618,5.203844733,16,8041,NA,-0.009259283,1.555404378
307,19846,526,KL_2017,KL,2017,control,L.15,L.5,15,1,1,2,5/4/17,124,nonmast,52,52,55,y,SSJ/nKA/MS,wb,1.142857143,19,6,0,4,low predator,17.5,5,15,0,-1.9627964,0,4.9,16,7746,NA,0.538836262,2.58794349
321,19984,226,KL_2016,KL,2016,control,I11,I.0,11,1,1,3,4/12/16,103,nonmast,230,230,NA,y,STT,grass,0,32,NA,0,2,low predator,9,4,11,0,-0.657691907,0,0.141421356,4,6536,NA,0.319534131,1.507318784
322,19984,225,KL_2016,KL,2016,control,I11,I.0,11,1,2,3,5/7/16,128,nonmast,173,173,290,y,STT,NA,0,32,NA,0,2,low predator,9,5,11,4.332028037,-1.075618627,3.201933766,0.141421356,4,6536,NA,0.319534131,1.507318784
323,19984,208,KL_2017,KL,2017,control,I11,I.0,11,1,2,4,5/30/17,150,nonmast,NA,420,NA,n,NA,grass,1.142857143,19,NA,0,3,low predator,9,5,11,3.390282811,0.735397158,2.071839496,0.141421356,9,8042,NA,0.319534131,1.507318784
324,19984,209,KL_2017,KL,2017,control,I11,I.0,11,1,1,4,5/7/17,127,nonmast,NA,420,NA,n,HLS/ARM,wb,1.142857143,19,NA,0,3,low predator,9,5,11,3.390282811,0.735397158,2.071839496,0.141421356,9,8042,NA,0.319534131,1.507318784
333,20044,181,SU_2016,SU,2016,control,H17.,H.0,17.5,1,1,1,4/13/16,104,nonmast,293,293,370,y,SWK,NA,0,32,0,0,3,low predator,8,4,17.5,0,-0.195772902,0,0.3,9,6540,NA,-1.629538689,-1.190311969
334,20044,168,SU_2017,SU,2017,control,H17.,H.0,17.5,1,1,3,5/11/17,131,nonmast,NA,420,NA,n,ARM/BMT,grass,1.542168675,19,0,0,4,low predator,8,5,17.5,0.75339618,0.735397158,0.37669809,0,16,7756,NA,-1.629538689,-1.190311969
335,20044,180,SU_2016,SU,2016,control,H17.,H.0,17.5,1,2,1,5/7/16,128,nonmast,NA,420,NA,n,DWI,NA,0,32,0,0,3,low predator,8,5,17.5,1.13009427,0.735397158,0.37669809,0.3,9,6540,NA,-1.629538689,-1.190311969
347,20061,767,SU_2017,SU,2017,control,"-3,2",-3,2,1,2,2,5/20/17,140,nonmast,133,133,146,y,LEP/SSJ,grass,1.542168675,32,0,0,2,low predator,-3,5,2,0.75339618,-1.368900535,0.565047135,0.141421356,4,8034,NA,-2.738771434,-2.217788464
348,20061,764,SU_2016,SU,2016,control,-32,-3,2,1,2,3,5/14/16,135,nonmast,335,335,401,y,DWI,NA,0,19,0,0,3,low predator,-3,5,2,1.13009427,0.112173102,0.565047135,0.141421356,9,6545,NA,-2.738771434,-2.217788464
349,20061,763,SU_2017,SU,2017,control,-32,-3,2,1,1,2,4/24/17,114,nonmast,168,168,192,y,SSJ/HLS,grass,1.542168675,19,0,0,3,low predator,-3,4,2,0,-1.112278866,0,0.141421356,9,8034,NA,-2.738771434,-2.217788464
350,20061,768,SU_2016,SU,2016,control,-32,-3,2,1,1,3,4/20/16,111,nonmast,NA,420,NA,n,"EBC, JGR",grass,0,32,0,0,2,low predator,-3,4,2,0,0.735397158,0,0.141421356,4,6545,NA,-2.738771434,-2.217788464
365,20184,3,AG_2017,AG,2017,food,A14.,A.0,14.5,1,2,3,6/8/17,159,nonmast,NA,420,NA,n,MMS/MCS,wb,1.563492063,19,1,0,3,low predator,1,6,14.5,0,0.735397158,0,0.98488578,9,7766,NA,-1.12083741,-2.487401242
366,20184,4,AG_2017,AG,2017,food,A14.,A.0,14.5,1,1,3,5/7/17,127,nonmast,402,402,472,y,JGR/JBF,grass,1.563492063,19,1,0,3,low predator,1,5,14.5,2.071839496,0.603420299,0.75339618,0.98488578,9,7766,NA,-1.12083741,-2.487401242
367,20191,284,KL_2016,KL,2016,control,K7.,K.0,7.5,1,2,3,5/14/16,135,nonmast,NA,420,NA,n,BMT,NA,0,19,4,3,3,low predator,11,5,7.5,3.955329947,0.735397158,2.071839496,0.141421356,9,6553,NA,-1.058829156,-0.682430713
368,20191,301,KL_2017,KL,2017,control,K7.,K.0,7.5,1,2,3,6/10/17,161,nonmast,80,80,146,y,JBF/MMS,grass,1.142857143,32,4,0,2,low predator,11,6,7.5,0,-1.757499064,0,0.141421356,4,7767,1.41875,-1.058829156,-0.682430713
369,20191,302,KL_2016,KL,2016,control,K7.,K.0,7.5,1,1,3,4/20/16,111,nonmast,360,360,NA,y,ERS,wb,0,32,4,0,2,low predator,11,4,7.5,0,0.295474295,0,0.141421356,4,6553,NA,-1.058829156,-0.682430713
370,20191,283,KL_2017,KL,2017,control,K7.,K.0,7.5,1,1,3,5/17/17,137,nonmast,104,104,135,y,MCS/MJD,wb,1.142857143,19,4,3,3,low predator,11,5,7.5,3.201933766,-1.581529919,1.695141406,0.141421356,9,7767,1.41875,-1.058829156,-0.682430713
378,20231,512,AG_2017,AG,2017,food,Q11,Q.0,11,1,1,4,5/7/17,127,nonmast,140,140,154,y,NA,wb,1.563492063,19,1,0,3,low predator,17,5,11,3.201933766,-1.317576202,2.260188541,0.424264069,9,7770,NA,0.722004299,0.269205362
379,20231,511,AG_2017,AG,2017,food,Q11,Q.0,11,1,2,4,5/28/17,148,nonmast,210,210,260,y,BMT/JGR,grass,1.563492063,19,1,0,3,low predator,17,5,11,3.201933766,-0.804332862,2.260188541,0.424264069,9,7770,NA,0.722004299,0.269205362
380,20231,520,AG_2016,AG,2016,food,Q11,Q.0,11,1,1,3,4/26/16,117,nonmast,231,231,280,y,"MMS, EBC",NA,0,32,1,0,2,low predator,17,4,11,0,-0.65035986,0,0.424264069,4,6556,NA,0.722004299,0.269205362
383,20255,170,AG_2017,AG,2017,food,H17.,H.0,17.5,1,1,3,5/17/17,137,nonmast,NA,420,NA,n,HLS/MCF,grass,1.563492063,19,2,2,3,low predator,8,5,17.5,3.578631857,0.735397158,1.318443316,0.412310563,9,7771,NA,-1.710742221,-1.274388707
384,20255,169,AG_2017,AG,2017,food,H17.,H.0,17.5,1,2,3,5/23/17,143,nonmast,NA,420,NA,n,NA,grass,1.563492063,19,2,2,3,low predator,8,5,17.5,3.578631857,0.735397158,1.318443316,0.412310563,9,7771,NA,-1.710742221,-1.274388707
396,20297,171,KL_2017,KL,2017,control,H6,H.0,6,1,2,2,6/24/17,175,nonmast,NA,420,NA,n,MMS/MJD,grass,1.142857143,19,0,0,3,low predator,8,6,6,0,0.735397158,0,0.360555128,9,7777,NA,-0.590090073,2.465626988
397,20297,172,KL_2017,KL,2017,control,H6,H.0,6,1,1,3,5/31/17,151,nonmast,NA,420,NA,n,HLS/MJD,bucket,1.142857143,19,0,0,3,low predator,8,5,6,3.578631857,0.735397158,1.318443316,0.360555128,9,7777,NA,-0.590090073,2.465626988
410,20415,127,AG_2017,AG,2017,food,A.1.,A.5,1.5,1,1,3,5/2/17,122,nonmast,NA,420,NA,n,ARM/BMT,wb,1.563492063,19,1,1,3,low predator,6.5,5,1.5,2.636886631,0.735397158,1.506792361,5.115662225,9,7782,NA,-0.665632836,-1.985555433
411,20415,126,AG_2017,AG,2017,food,A.1.,A.5,1.5,1,2,3,5/20/17,140,nonmast,355,355,NA,y,MCS/MMS,cavity,1.563492063,19,1,1,3,low predator,6.5,5,1.5,2.636886631,0.258814057,1.506792361,5.115662225,9,7782,NA,-0.665632836,-1.985555433
447,20632,715,KL_2017,KL,2017,control,"-1,13",-1,13,1,1,3,5/21/17,141,nonmast,NA,420,NA,n,MJT,wb,1.142857143,19,0,0,3,low predator,-1,5,13,3.766980902,0.735397158,1.883490451,0.3,9,7792,NA,-1.932060428,-1.208525114
448,20632,719,KL_2016,KL,2016,control,-113,-1,13,1,1,3,4/26/16,117,nonmast,NA,420,NA,n,MMS,grass,0,32,0,0,2,low predator,-1,4,13,0,0.735397158,0,0.3,4,6595,NA,-1.932060428,-1.208525114
449,20632,714,KL_2017,KL,2017,control,"-1,13",-1,13,1,2,1,6/8/17,159,nonmast,NA,420,NA,n,HLS/MJD,grass,1.142857143,19,0,0,3,low predator,-1,6,13,0,0.735397158,0,0.3,9,7792,NA,-1.932060428,-1.208525114
450,20632,718,KL_2016,KL,2016,control,-113,-1,13,1,2,3,5/19/16,140,nonmast,180,180,NA,y,MMS,cavity,0,32,0,0,2,low predator,-1,5,13,4.520377082,-1.024294293,2.260188541,0.3,4,6595,NA,-1.932060428,-1.208525114
453,20688,213,KL_2017,KL,2017,control,I2.,I.0,2.5,1,1,3,5/18/17,138,nonmast,57,57,134,y,ZCF/LEP,wb,1.142857143,19,NA,1,3,low predator,9,5,2.5,3.013584721,-1.926136162,1.318443316,0.360555128,9,7796,1.54,-1.454895336,-1.00928541
454,20688,212,KL_2017,KL,2017,control,I2.,I.0,2.5,1,2,3,6/7/17,158,nonmast,231,231,343,y,nMI,wb,1.142857143,19,NA,1,3,low predator,9,6,2.5,0,-0.65035986,0,0.360555128,9,7796,1.54,-1.454895336,-1.00928541
455,20732,484,KL_2017,KL,2017,control,K.15,K.5,15,1,2,2,6/7/17,158,nonmast,150,150,197,y,MMS,grass,1.142857143,19,0,0,3,low predator,16.5,6,15,0,-1.244255724,0,4.801041554,9,7797,NA,0.474273551,1.740731888
456,20732,485,KL_2017,KL,2017,control,K.15,K.5,15,1,1,2,5/15/17,135,nonmast,162,162,NA,y,MMS/JBF,grass,1.142857143,19,0,0,3,low predator,16.5,5,15,0.565047135,-1.156271152,0.188349045,4.801041554,9,7797,NA,0.474273551,1.740731888
460,20760,499,JO_2018,JO,2018,rattle,K.7.,K.5,7.5,1,1,3,5/22/18,142,nonmast,265,265,283,y,CLP,wbr,15.68235294,26,8,0,4,low predator,16.5,5,7.5,2.448537586,-0.401070237,1.506792361,5,16,8760,NA,0.722553805,1.312745966
461,20760,494,JO_2019,JO,2019,rattle,K.7.,K.5,7.5,1,1,4,6/6/19,157,mast,255,255,269,y,ERS,wbr,0.452380952,22,8,4,5,low predator,16.5,6,7.5,0,-0.474390715,0,5,25,9097,NA,0.722553805,1.312745966
462,20760,498,JO_2019,JO,2019,rattle,K.7.,K.5,7.5,2,1,4,8/3/19,215,mast,300,300,360,y,AnD,underground,0.452380952,26,8,0,4,low predator,16.5,8,7.5,0,-0.144448568,0,5,16,9355,NA,0.722553805,1.312745966
463,20760,495,JO_2018,JO,2018,rattle,K.7.,K.5,7.5,1,2,3,6/9/18,160,nonmast,NA,420,NA,n,CLP/AIS,wbr,15.68235294,22,8,4,5,low predator,16.5,6,7.5,0,0.735397158,0,5,25,8760,NA,0.722553805,1.312745966
475,20857,740,KL_2017,KL,2017,control,-215,-2,15,1,1,3,5/10/17,130,nonmast,NA,420,NA,n,nKP/MCS,grass,1.142857143,19,5,2,3,low predator,-2,5,15,3.201933766,0.735397158,1.318443316,0,9,8131,NA,-0.291367052,1.82103436
476,20857,739,KL_2017,KL,2017,control,-215,-2,15,1,2,3,5/28/17,148,nonmast,NA,420,NA,n,nKP/ARM,wb,1.142857143,19,5,2,3,low predator,-2,5,15,3.201933766,0.735397158,1.318443316,0,9,8131,NA,-0.291367052,1.82103436
477,20857,749,KL_2016,KL,2016,control,-215,-2,15,1,1,2,4/26/16,117,nonmast,NA,420,NA,n,SBS,NA,0,32,5,0,2,low predator,-2,4,15,0,0.735397158,0,0,4,6615,NA,-0.291367052,1.82103436
478,20863,183,AG_2016,AG,2016,food,H2.,H.0,2.5,1,1,3,3/24/16,84,nonmast,300,300,483,y,SMK,grass,0,32,2,0,2,low predator,8,3,2.5,0,-0.144448568,0,0.509901951,4,7000,NA,-0.974060534,-1.739268265
479,20863,176,AG_2016,AG,2016,food,H2.,H.0,2.5,1,2,3,4/17/16,108,nonmast,NA,420,NA,n,FVK,NA,0,19,2,2,3,low predator,8,4,2.5,0,0.735397158,0,0.509901951,9,7000,NA,-0.974060534,-1.739268265
480,20863,175,AG_2017,AG,2017,food,H2.,H.0,2.5,1,2,3,4/27/17,117,nonmast,NA,420,NA,n,ARM/SSJ/EEM,wb,1.563492063,19,2,2,3,low predator,8,4,2.5,0,0.735397158,0,0.509901951,9,8030,NA,-0.974060534,-1.739268265
481,20863,182,AG_2017,AG,2017,food,H2.,H.0,2.5,1,1,3,4/19/17,109,nonmast,170,170,240,y,AJM/ARM,bucket,1.563492063,32,2,0,2,low predator,8,4,2.5,0,-1.09761477,0,0.509901951,4,8030,NA,-0.974060534,-1.739268265
482,20865,136,KL_2017,KL,2017,control,G4.,G.0,4.5,1,1,2,5/23/17,143,nonmast,120,120,151,y,nKP/ARM,grass,1.142857143,19,0,0,3,low predator,7,5,4.5,3.578631857,-1.464217156,1.695141406,0,9,7809,NA,-2.104862205,2.536422944
483,20865,135,KL_2017,KL,2017,control,G4.,G.0,4.5,1,2,2,6/5/17,156,nonmast,255,255,258,y,nKP/ARM,grass,1.142857143,19,0,0,3,low predator,7,6,4.5,0,-0.474390715,0,0,9,7809,NA,-2.104862205,2.536422944
486,20920,710,KL_2016,KL,2016,control,-0.12,-0.5,12,1,2,3,5/23/16,144,nonmast,NA,420,NA,n,yS,grass,0,19,0,0,3,low predator,-0.5,5,12,5.085424217,0.735397158,2.448537586,0.2,9,6623,NA,-0.973895808,1.133929622
487,20920,711,KL_2017,KL,2017,control,-0.12,-0.5,12,1,1,3,5/18/17,138,nonmast,90,90,118,y,MJD/MCS,wb,1.142857143,32,0,0,2,low predator,-0.5,5,12,4.143678992,-1.684178587,2.071839496,0.2,4,7812,1.248,-0.973895808,1.133929622
488,20920,712,KL_2016,KL,2016,control,-0.12,-0.5,12,1,1,3,4/30/16,121,nonmast,162,162,192,y,SBS,grass,0,32,0,0,2,low predator,-0.5,4,12,0,-1.156271152,0,0.2,4,6623,NA,-0.973895808,1.133929622
489,20920,709,KL_2017,KL,2017,control,-0.12,-0.5,12,1,2,3,6/12/17,163,nonmast,NA,420,NA,n,ZCF/MMS,grass,1.142857143,19,0,0,3,low predator,-0.5,6,12,0,0.735397158,0,0.2,9,7812,1.248,-0.973895808,1.133929622
492,20948,462,SU_2017,SU,2017,control,P5,P.0,5,1,1,3,5/15/17,135,nonmast,NA,420,NA,n,HLS,grass,1.542168675,19,NA,1,3,low predator,16,5,5,2.448537586,0.735397158,1.695141406,0,9,7922,NA,0.828875843,0.460293751
493,20948,461,SU_2017,SU,2017,control,P5,P.0,5,1,2,3,6/2/17,153,nonmast,NA,420,NA,n,nKP/MCS,grass,1.542168675,19,NA,1,3,low predator,16,6,5,0,0.735397158,0,0,9,7922,NA,0.828875843,0.460293751
498,20995,257,KL_2017,KL,2017,control,J11,J.0,11,1,2,4,6/5/17,156,nonmast,NA,420,NA,n,nMI,grass,1.142857143,19,0,0,3,low predator,10,6,11,0,0.735397158,0,0.141421356,9,7816,NA,1.649714908,1.40648774
